Product_ID,User_ID,Transaction_ID,Date,Rating,Comment,user_ID,user_no,label,MNR,ANR,NDR,BST,ENR,MeanVar,TMF,PopRank,DisAvg,CatEnt
B005TYBQL4,1348900878,1058724082,2011-10-11,5,科学益智指导书。 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005TYBQ6Y,1348900878,1058733902,2011-10-11,5,质量很好 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005TYBQF0,1348900878,1058728482,2011-10-11,5,容易理解 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005TYBQ3M,1348900878,1058734072,2011-10-11,5,故事选得不错 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRD52,1348900878,1058727502,2011-10-11,5,优雅，享受 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRC94,1348900878,1058725272,2011-10-11,5,古老的养生养颜经典 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRBXQ,1348900878,1058726392,2011-10-11,5,游戏很多 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRBOU,1348900878,1058723762,2011-10-11,5,准备仔细读读。 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRBHC,1348900878,1058727692,2011-10-11,5,可以 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005Q3ENJK,1348900878,1059274792,2011-11-16,5,不要错过 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005UIRCEE,1348900878,1059470862,2011-11-19,5,微笑中感悟人生 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B005TYBQIW,1348900878,1058912052,2011-12-11,5,给恋爱中的女人一个提示 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B0067EUM6A,1348900878,1060759522,2011-12-13,5,入门的书 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B0067EUL84,1348900878,1060755102,2011-12-13,5,可以借鉴 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B0067EULFM,1348900878,1060760612,2011-12-13,5,非常好！ N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B0067EULMK,1348900878,1060759192,2011-12-13,5,活学活用 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
B0067EULV6,1348900878,1060760122,2011-12-13,5,值得学习 N,1348900878,9407,1,0.0238284,0.0325581,0.0166028,0.00399745,0.309115,0.250314,1.54965e-05,0.0108696,0.66523948,0.324898185
