Product_ID,User_ID,Transaction_ID,Date,Rating,Comment,user_ID,user_no,label,MNR,ANR,NDR,BST,ENR,MeanVar,TMF,PopRank,DisAvg,CatEnt
B005TYBQ6Y,1337106458,1058491482,2011-06-11,5,好 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005TYBPTC,1337106458,1058491792,2011-06-11,5,很适合孩子阅读 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUL84,1337106458,1060389742,2011-06-12,5,内容浅显，不复杂 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005IF0FZW,1337106458,1056039832,2011-07-10,5,看着舒服！！！ N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B004TJL944,1337106458,1052356492,2011-08-21,5,推荐 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005TYBQIW,1337106458,1058666072,2011-09-11,5,好 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B004NRNNNW,1337106458,1054758842,2011-09-27,5,不错！ N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B003YMW6PS,1337106458,1053515792,2011-10-09,5,受用 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUM6A,1337106458,1060617242,2011-10-12,5,对股票的认识很有帮助 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EULV6,1337106458,1060617452,2011-10-12,5,不错 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EULMK,1337106458,1060616982,2011-10-12,5,好 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EULFM,1337106458,1060617692,2011-10-12,5,读物很好 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUNB4,1337106458,1060667332,2011-11-12,5,谢谢！ N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005Q3ENJK,1337106458,1059036672,2011-11-13,5,值得 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005UIRCEE,1337106458,1059161682,2011-11-15,5,很好 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B005JX0NZA,1337106458,1059781102,2011-11-25,5,实在是太好了 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B00621A56U,1337106458,1059933582,2011-11-28,5,不买后悔 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B00621A2Y0,1337106458,1059934722,2011-11-28,5,强力推荐 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B00621A1RI,1337106458,1059934572,2011-11-28,5,感悟下生活 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUJZO,1337106458,1060003232,2011-11-29,5,很有意义 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUMG0,1337106458,1060001912,2011-11-29,5,饮食中搭配一点粗粮 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUKU8,1337106458,1060003412,2011-11-29,5,有用 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUL02,1337106458,1060002392,2011-11-29,5,很现实 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0065EG6S0,1337106458,1060005602,2011-11-29,5,很多建议 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0065EG79S,1337106458,1060004312,2011-11-29,5,刮痧能令人变美 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
B0067EUKCG,1337106458,1060004492,2011-11-29,5,给人力量。。。。。。 N,1337106458,9374,1,0.0296532,0.0697674,0.0114943,0.00183908,0.449141,0.24941,9.52784e-05,0.0108696,0.679107425,0.274020897
