Product_ID,User_ID,Transaction_ID,Date,Rating,Comment,user_ID,user_no,label,MNR,ANR,NDR,BST,ENR,MeanVar,TMF,PopRank,DisAvg,CatEnt
B00573LZ9U,1163675648,1053205462,2011-05-09,5,真的很喜欢！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z45C,1163675648,1053205412,2011-05-09,5,珍贵 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z4ES,1163675648,1053204722,2011-05-09,5,对我有帮助。 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z5A6,1163675648,1053204892,2011-05-09,5,真的受益不少 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00524FJ0A,1163675648,1053203842,2011-05-09,5,很满意 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0051X92VE,1163675648,1053204272,2011-05-09,5,指引如何复习 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005114E46,1163675648,1048289802,2011-05-26,5,重温童挚年华的感动 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004HB34CE,1163675648,1046232372,2011-06-04,5,财富人生的地图就在你的面前 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004NRNNNW,1163675648,1046212472,2011-06-04,5,我的个人感想 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00524FI4W,1163675648,1053240542,2011-06-09,5,很想看的一本书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0058BW2UC,1163675648,1053273092,2011-06-09,5,人生像一杯茶 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003X0AJI2,1163675648,1053276632,2011-06-09,5,很好的一本书！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z4NE,1163675648,1053274512,2011-06-09,5,超喜欢，赞一个 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00524FIIS,1163675648,1053240762,2011-06-09,5,家长和老师很应该看一看这本书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004WI2VN0,1163675648,1053239812,2011-06-09,5,内容覆盖面广 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0048OQ65C,1163675648,1049032092,2011-06-14,5,经商之本 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004WI2VK8,1163675648,1049060142,2011-06-15,5,不错 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004TJL944,1163675648,1049064902,2011-06-15,5,值得珍藏 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004THWFP8,1163675648,1049295842,2011-06-21,5,很好 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00509BHGC,1163675648,1049317182,2011-06-21,5,确实很受用 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00509BHTO,1163675648,1049452312,2011-06-24,5,学习感恩 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00509BHQM,1163675648,1049460622,2011-06-25,5,喜欢 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004TJJZJK,1163675648,1049573652,2011-06-28,5,很好的一本书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00284C5EA,1163675648,1046275652,2011-07-04,5,忧伤 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0041OMNKG,1163675648,1046268892,2011-07-04,5,很好，很强大！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0044KMDFM,1163675648,1046288012,2011-07-04,5,一书在手 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005114E3C,1163675648,1053318072,2011-07-09,5,孩子受益匪浅 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z3VC,1163675648,1050294922,2011-07-13,5,学做孩子的知心朋友 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00590Z4X4,1163675648,1050460232,2011-07-16,5,怀着希望，事情就有转机 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004BQ4NKC,1163675648,1046332652,2011-08-04,5,严谨的教育 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003YJEE1A,1163675648,1046326922,2011-08-04,5,不错！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004E8NDIU,1163675648,1046331012,2011-08-04,5,值得看一下 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRCEE,1163675648,1058606802,2011-08-11,5,充满爱和快乐的世界 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0044IIHQ8,1163675648,1046394802,2011-09-04,5,很好 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004E8NDJE,1163675648,1046390722,2011-09-04,5,通俗易懂 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003VM8Q6Y,1163675648,1046391962,2011-09-04,5,好 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003SRH8RA,1163675648,1046404682,2011-09-04,5,适合反思，更适合育人 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004WI2VT4,1163675648,1047561872,2011-09-05,5,非常非常的受益，非常非常的喜欢 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004HB34DI,1163675648,1048837202,2011-09-06,5,好书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00509BHY4,1163675648,1048855062,2011-09-06,5,有收获 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005H792IW,1163675648,1054369162,2011-09-21,5,不应养成宝宝偏食的习惯 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005HSLK3G,1163675648,1054426532,2011-09-22,5,值得一看 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005GBUWW4,1163675648,1054427212,2011-09-22,5,参考！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005GI9VEW,1163675648,1054428352,2011-09-22,5,专门针对男孩 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005HNNLU6,1163675648,1054425832,2011-09-22,5,非常的好！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005HSLJWS,1163675648,1054427042,2011-09-22,5,有价值 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005H792AU,1163675648,1054471922,2011-09-23,5,挺受益 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005H792IM,1163675648,1054474822,2011-09-23,5,获益匪浅 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005HNNLRO,1163675648,1054470562,2011-09-23,5,内容全面 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005JX0NZA,1163675648,1054590442,2011-09-24,5,很好 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005JX0OOK,1163675648,1054631392,2011-09-25,5,有一些了解 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B004CM099Y,1163675648,1048869952,2011-10-06,5,好书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRCWG,1163675648,1057485902,2011-10-25,5,学会温柔的撒娇 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRBXQ,1163675648,1057479652,2011-10-25,5,很不错的书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRBOU,1163675648,1057483652,2011-10-25,5,非常有意思 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRBHC,1163675648,1057482772,2011-10-25,5,古文入门读物！！！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRB2W,1163675648,1057487932,2011-10-25,5,值得推荐！ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQL4,1163675648,1057477672,2011-10-25,5,维生素对宝宝的益智作用 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQ3M,1163675648,1057490752,2011-10-25,5,管理专业学生必读 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQ6Y,1163675648,1057489772,2011-10-25,5,让人悟点东西 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBPTC,1163675648,1057493592,2011-10-25,5,够精简 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005Q6O7JI,1163675648,1057467872,2011-10-25,5,做不到守时，你还能做好其他吗？ N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRC94,1163675648,1057486792,2011-10-25,5,掌握容颜养护之道 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005UIRD52,1163675648,1057480812,2011-10-25,5,很喜欢 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQ00,1163675648,1057491992,2011-10-25,5,很多小故事 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005Q6O81A,1163675648,1057475312,2011-10-25,5,自我中心 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQF0,1163675648,1057581592,2011-10-26,5,值得永久保存 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005Q3ENJK,1163675648,1057834492,2011-10-29,5,很感兴趣 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005TYBQIW,1163675648,1057897432,2011-10-30,5,爱撒娇的女人，才会招来别人疼 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003SRH8QG,1163675648,1046479442,2011-11-04,5,一本震撼心灵的好书 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B003SRH8QQ,1163675648,1046477302,2011-11-04,5,读者文摘精华 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00524FIVK,1163675648,1048903102,2011-11-06,5,书不错 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B005IF0FZW,1163675648,1056372882,2011-11-10,5,值得细细品味 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00621A56U,1163675648,1059286722,2011-11-16,5,希望能得到点什么 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B00621A1RI,1163675648,1059287452,2011-11-16,5,带来健康、智慧、欢喜和信心 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
B0067EUL84,1163675648,1059901662,2011-11-27,5,很好 N,1163675648,6102,1,0.064072,0.2,0.0166028,0.00157088,0.653897,0.0728186,0.000174084,0.0108696,0.653284892,0.077255125
